Date,Austria,Belgium,Bulgaria,Czechia,Denmark,Finland,France,Germany,Ireland,Italy,Poland,Portugal,Romania,Spain
2020-02-25,0,0,0,0,0,1,4,10,0,131,0,0,1,7
2020-02-26,1,0,0,0,1,0,20,19,0,202,0,0,0,2
2020-02-27,0,0,0,0,0,0,19,2,0,233,0,0,2,17
2020-02-28,6,0,0,0,2,1,43,31,1,240,0,0,0,13
2020-02-29,5,1,0,3,1,3,30,51,0,566,0,0,0,39
2020-03-01,4,6,0,0,0,0,61,29,0,342,0,2,0,36
2020-03-02,3,5,0,2,2,0,13,37,1,466,0,0,0,45
2020-03-03,8,10,0,3,4,0,81,66,4,587,1,3,1,57
2020-03-04,12,27,0,4,0,6,92,220,0,769,0,3,2,37
2020-03-05,14,59,0,6,13,3,276,188,12,778,4,5,3,141
2020-03-06,24,60,0,1,0,0,296,129,0,1247,0,7,0,100
2020-03-07,25,31,4,12,12,8,177,241,1,1492,6,10,6,173
2020-03-08,27,39,0,0,55,7,83,136,2,1797,5,0,0,400
2020-03-09,51,28,0,10,172,10,575,281,13,977,6,11,10,622
2020-03-10,64,97,3,50,180,38,625,451,9,2313,9,23,20,1179
2020-03-11,56,97,0,3,173,38,625,170,0,2651,18,23,4,1179
2020-03-12,202,98,16,47,186,39,627,1597,47,2547,19,25,40,1179
2020-03-13,151,130,18,48,26,70,808,910,39,3497,35,57,34,1159
2020-03-14,205,197,10,64,37,19,30,1210,0,3590,16,76,8,1407
2020-03-15,158,172,1,45,50,33,2134,1477,40,3233,58,86,27,2144
2020-03-16,314,185,15,98,63,44,1019,1985,54,3526,61,151,26,1806
2020-03-17,314,243,25,68,80,15,1391,3070,69,4207,13,151,76,2162
2020-03-18,367,309,2,230,94,64,1828,2993,265,5322,104,152,17,4053
2020-03-19,375,462,33,139,104,50,1741,4528,126,5986,70,235,31,2447
2020-03-20,426,558,36,162,71,73,1670,2365,102,6557,111,260,59,4964
2020-03-21,768,586,24,125,69,103,1736,2660,121,5560,98,320,66,3394
2020-03-22,892,342,14,116,55,74,3838,4183,219,4789,115,460,143,6368
2020-03-23,809,526,17,158,141,92,2448,3930,204,5249,152,302,218,4749
2020-03-24,305,668,24,260,133,88,2929,4337,235,5210,150,633,112,9630
2020-03-25,1321,1298,22,271,153,78,3922,6615,255,6203,170,549,123,8271
2020-03-26,748,1049,29,354,169,83,3809,6933,302,5909,168,724,263,7933
2020-03-27,614,1850,38,352,155,126,4611,6824,294,5974,249,902,160,7516
2020-03-28,517,1702,15,186,194,73,2599,4400,200,5217,224,792,363,6875
2020-03-29,830,1063,13,184,182,112,4376,4790,295,4050,193,446,294,7846
2020-03-30,562,876,40,307,283,66,7578,4923,325,4053,256,1035,136,7967
2020-03-31,531,1189,23,200,247,28,4861,6064,212,4782,243,808,215,8195
2020-04-01,418,1384,35,350,279,72,2116,6922,402,4668,392,783,278,7947
2020-04-02,395,1422,28,233,371,97,5233,6365,424,4585,437,852,445,7134
2020-04-03,257,1661,18,381,320,267,4267,4933,331,4805,244,638,430,6969
2020-04-04,270,1260,28,115,292,45,1873,4031,390,4316,475,754,251,5478
2020-04-05,246,1123,18,235,312,249,3912,3251,370,3599,311,452,193,5029
2020-04-06,342,1380,28,195,390,132,3777,4289,345,3039,435,712,360,5267
2020-04-07,303,1209,16,295,331,179,3881,5633,365,3836,357,699,344,6278
2020-04-08,302,1580,25,257,233,118,4286,4885,500,4204,370,815,441,5002
2020-04-09,311,1684,17,163,184,164,4342,3990,1515,3951,380,1516,265,5051
2020-04-10,251,1351,26,99,177,136,3114,2737,839,4694,401,515,523,4754
2020-04-11,139,1629,14,160,178,69,26843,2946,727,4092,318,598,310,3804
2020-04-12,96,942,10,68,144,90,3665,2218,992,3153,260,349,333,3268
2020-04-13,185,530,28,52,193,97,4959,1287,832,2972,268,514,246,2442
2020-04-14,110,2454,34,105,170,76,3216,3394,1068,2667,380,643,337,5103
2020-04-15,140,1236,53,217,198,132,12471,2945,724,3786,336,750,491,7304
2020-04-16,119,1329,46,116,194,120,2288,3699,709,3493,461,181,360,5891
2020-04-17,76,1045,32,57,169,192,2288,1945,778,3491,363,663,351,887
2020-04-18,78,1313,16,140,142,102,2288,1842,493,3047,545,521,328,6948
2020-04-19,46,1487,35,154,131,85,2380,1881,401,2256,306,657,190,1536
2020-04-20,78,973,46,133,180,146,946,1226,388,2729,263,516,306,3968
2020-04-21,52,933,49,99,217,115,946,2357,631,3370,313,603,468,851
2020-04-22,77,908,73,55,161,155,946,2481,936,2646,342,371,386,292
2020-04-23,69,1496,137,86,137,111,1610,1870,577,3021,381,444,321,771
2020-04-24,77,1032,13,79,235,80,1656,1514,377,2357,381,595,218,771
2020-04-25,77,809,53,52,130,101,555,1257,701,2324,344,472,401,771
2020-04-26,49,553,63,41,123,119,3742,988,386,1739,285,163,303,1831
2020-04-27,83,647,36,59,153,45,391,1154,229,2091,316,295,277,1308
2020-04-28,45,525,48,75,157,166,391,1627,376,2086,422,183,362,2144
2020-04-29,50,660,59,103,150,89,535,1470,359,1872,237,540,262,518
2020-04-30,79,513,49,55,153,56,535,1068,221,1965,228,79,327,1781
2020-05-01,27,485,39,18,96,125,535,890,343,1900,270,79,165,1366
2020-05-02,39,389,24,26,116,78,296,697,330,1389,318,79,431,884
2020-05-03,24,361,34,38,147,73,614,488,266,1221,313,242,349,545
2020-05-04,29,242,52,77,151,85,1049,855,211,1075,425,178,325,1318
2020-05-05,34,272,74,78,117,161,3530,1155,265,1444,309,480,270,996
2020-05-06,68,639,51,57,145,100,575,1268,137,1401,307,533,392,1122
2020-05-07,22,591,43,46,135,65,1278,1158,156,1327,319,553,312,1410
2020-05-08,59,585,49,18,101,142,440,736,219,1083,285,138,320,721
2020-05-09,38,485,44,28,110,82,269,555,236,802,345,175,231,772
2020-05-10,11,368,25,53,84,22,452,697,139,744,330,98,226,3086
2020-05-11,79,330,33,45,78,19,411,595,107,1402,595,234,190,594
2020-05-12,36,202,46,48,76,51,411,927,159,888,283,219,224,661
2020-05-13,61,307,31,82,46,91,411,380,426,992,411,187,245,849
2020-05-14,51,356,38,55,78,83,176,755,129,789,401,264,190,643
2020-05-15,92,345,37,49,67,58,176,519,92,875,241,227,267,474
2020-05-16,41,291,36,20,69,61,176,617,64,675,272,226,167,474
2020-05-17,27,279,24,111,41,33,314,182,88,451,356,173,165,475
2020-05-18,52,232,24,61,76,19,874,1227,51,813,383,223,155,431
2020-05-19,32,192,33,74,73,44,641,695,64,665,471,228,196,518
2020-05-20,51,252,39,33,65,50,237,548,76,642,404,252,198,482
2020-05-21,32,276,41,59,48,44,339,689,115,652,476,288,127,1787
2020-05-22,50,299,36,77,59,31,173,276,76,669,312,271,145,466
2020-05-23,17,282,19,65,71,11,173,342,57,531,395,152,213,323
2020-05-24,36,250,6,47,27,20,17,272,59,300,305,165,213,323
2020-05-25,18,113,10,48,41,29,17,600,37,397,443,219,146,656
2020-05-26,34,137,17,36,52,64,19,324,68,584,399,285,165,656
2020-05-27,37,257,17,54,32,51,3265,672,38,593,352,304,197,658
2020-05-28,27,212,8,56,81,33,507,726,35,516,330,350,191,658
2020-05-29,30,125,14,34,40,50,577,267,53,416,416,257,151,664
2020-05-30,46,195,14,38,36,33,448,221,61,333,215,297,124,251
2020-05-31,2,136,6,34,30,26,448,184,72,200,379,200,141,159
2020-06-01,26,98,19,62,35,2,449,285,4,318,230,195,119,294
2020-06-02,12,70,22,74,37,24,189,242,45,321,292,366,152,394
2020-06-03,34,82,25,56,40,0,191,351,31,177,361,331,238,334
2020-06-04,38,140,42,35,64,30,552,452,21,518,362,377,196,318
2020-06-05,55,165,84,38,49,23,529,526,20,270,576,382,187,332
2020-06-06,4,154,16,61,24,17,293,300,18,197,575,342,189,240
2020-06-07,66,122,83,69,14,20,98,359,6,280,599,192,125,167
2020-06-08,11,89,79,54,39,24,335,397,8,283,400,421,145,249
2020-06-09,26,132,104,73,15,15,397,16,16,202,282,294,196,314
2020-06-10,29,142,93,31,19,24,358,169,7,379,359,310,237,427
2020-06-11,30,108,105,83,64,9,564,535,12,163,376,270,222,502
2020-06-12,14,99,75,53,40,14,393,41,45,346,440,283,275,396
2020-06-13,31,111,24,33,54,17,291,251,8,338,375,227,320,323
2020-06-14,26,71,51,40,24,4,68,164,18,301,396,346,166,181
2020-06-15,54,55,112,47,33,4,227,570,13,210,407,300,250,219
2020-06-16,14,89,89,51,44,5,311,352,7,328,506,336,345,355
2020-06-17,20,104,132,118,50,2,201,1213,14,149,314,417,320,585
2020-06-18,48,128,81,126,47,14,569,482,13,149,301,375,320,307
2020-06-19,52,24,117,42,45,9,436,371,6,149,304,377,330,363
2020-06-20,18,103,33,50,45,1,5,602,5,224,311,292,315,334
2020-06-21,39,103,79,25,46,1,245,496,4,221,296,259,246,232
2020-06-22,28,104,130,127,34,11,245,712,8,113,300,345,214,248
2020-06-23,41,88,128,127,54,12,247,391,5,577,294,367,321,334
2020-06-24,28,109,166,93,21,5,241,500,9,296,298,311,460,400
2020-06-25,45,99,105,168,39,19,241,665,9,255,276,451,411,419
2020-06-26,58,103,112,260,25,7,241,422,23,175,319,323,325,564
2020-06-27,74,86,66,305,25,0,452,235,2,174,193,457,291,301
2020-06-28,69,66,140,202,26,11,452,349,23,126,247,266,269,200
2020-06-29,43,66,158,149,17,5,264,376,11,142,239,229,388,301
2020-06-30,107,82,165,92,26,22,612,475,4,182,382,313,326,388
2020-07-01,68,89,161,132,21,5,473,477,12,201,371,328,450,444
2020-07-02,109,129,182,141,17,1,25,410,9,223,259,374,420,147
2020-07-03,115,111,180,121,0,6,421,418,11,235,314,413,416,513
2020-07-04,115,178,63,75,0,5,421,325,18,192,231,328,391,513
2020-07-05,85,35,174,51,46,4,157,541,4,208,205,232,250,513
2020-07-06,56,35,188,119,10,5,157,279,7,137,257,287,397,341
2020-07-07,92,37,240,129,12,3,157,356,4,193,277,443,555,383
